generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name,run2_status
gen-1773118446-xVbxNJ2xCaHoI4EuZEGJ,3/10/2026 4:54,0.002361,,,0,0,617,34,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1280,801,Github,mud_parser_2,run2_keep
gen-1773118445-BvjopOG8t5meOjSZcOpj,3/10/2026 4:54,0.008508,,,,0,552,617,584,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,9665,3672,Github,mud_parser_3,discard
gen-1773118443-myiuSaQuyo79Yd9LgP2z,3/10/2026 4:54,0.002571,,,0,0,652,41,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1945,1192,Github,mud_parser_2,run2_keep
gen-1773118442-Z7xXc4LUrsZmd7Jj8hU4,3/10/2026 4:54,0.005215,,,0,0,588,91,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,4016,1711,Github,mud_parser_1,run2_keep
gen-1773118441-oNiXYsa81ZDJbns2w35G,3/10/2026 4:54,0.002472,,,0,0,654,34,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1659,1149,Github,mud_parser_2,run2_keep
gen-1773118441-MbXGT1j0OQPjXLL2Oz2h,3/10/2026 4:54,0.000086,,,,0,101,41,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,822,701,Github,mud_parser_2_classifier,classifier
gen-1773118440-5Od7aVnV199r2YOJb3XI,3/10/2026 4:54,0.003828,,,,0,558,226,196,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,5145,2989,Github,mud_parser_3,discard
gen-1773118440-ZSq5zSGI9WCGJuMUkWPc,3/10/2026 4:54,0.003795,,,0,0,569,38,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1679,1157,Github,mud_parser_1,run2_keep
gen-1773118559-WI3V6F3SBLIlQlpblI9U,3/10/2026 4:55,0.000096,,,,0,132,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,605,533,Github,mud_parser_2_classifier,classifier
gen-1773118557-iEntts0kHwvDfDA1YgS8,3/10/2026 4:55,0.00498,,,0,0,756,48,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2827,1725,Github,mud_parser_1,run2_keep
gen-1773118555-b79XbLdxz7qH9SedJUWP,3/10/2026 4:55,0.00465,,,0,0,740,38,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2472,1590,Github,mud_parser_1,run2_keep
gen-1773118555-aZzxexcuUYCfXhTesh7h,3/10/2026 4:55,0.003684,,,0,0,688,108,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3773,1116,Github,mud_parser_2,run2_keep
gen-1773118554-DT8YB3EMOJL7CCxmzEUI,3/10/2026 4:55,0.000091,,,,0,115,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,578,513,Github,mud_parser_1_classifier,classifier
gen-1773118554-3GFXnykE2A6gDFmfoIwH,3/10/2026 4:55,0.000092,,,,0,117,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,582,506,Github,mud_parser_2_classifier,classifier
gen-1773118551-mVqhQNRI4ZKwNpKbQ4cc,3/10/2026 4:55,0.003084,,,0,0,628,80,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2432,829,Github,mud_parser_2,run2_keep
gen-1773118550-HcL65j8FEBeXzj8vjb8q,3/10/2026 4:55,0.006415,,,0,0,743,108,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3935,1310,Github,mud_parser_1,run2_keep
gen-1773118549-2Mer8VaaYCVXE6rI9kJx,3/10/2026 4:55,0.002673,,,0,0,671,44,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1723,841,Github,mud_parser_2,run2_keep
gen-1773118548-Wn8XBkxBsWIlhccIHdLx,3/10/2026 4:55,0.00009,,,,0,110,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,872,872,Github,mud_parser_2_classifier,classifier
gen-1773118547-ET6YJbKKfSr6TAb0wZcd,3/10/2026 4:55,0.005578,,,,0,563,371,325,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,5743,3353,Github,mud_parser_3,discard
gen-1773118547-iyroE1JeQserHa5C4k1m,3/10/2026 4:55,0.00511,,,0,0,757,53,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2996,1780,Github,mud_parser_1,run2_keep
gen-1773118546-jly7WfTUzqpBfzL86vjO,3/10/2026 4:55,0.000088,,,,0,103,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,787,722,Github,mud_parser_1_classifier,classifier
gen-1773118546-vDeQnKpfYKUUM7cqVw1k,3/10/2026 4:55,0.002937,,,0,0,619,72,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2339,761,Github,mud_parser_2,run2_keep
gen-1773118544-Oi5sa6cbh302wZSkFDwl,3/10/2026 4:55,0.002451,,,0,0,587,46,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1517,871,Github,mud_parser_2,run2_keep
gen-1773118542-nVgzPO3m6Oo7qx9qQdOo,3/10/2026 4:55,0.002184,,,0,0,573,31,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1565,1063,Github,mud_parser_2,run2_keep
gen-1773118542-fB63KNERIj3g7xAsqvd8,3/10/2026 4:55,0.006285,,,0,0,757,100,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3896,1350,Github,mud_parser_1,run2_keep
gen-1773118541-5F9L0p0Z4caZU3MTQqfB,3/10/2026 4:55,0.000089,,,,0,107,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,790,712,Github,mud_parser_1_classifier,classifier
gen-1773118540-moz0OmwVIPeXIhzQK92o,3/10/2026 4:55,0.002523,,,0,0,611,46,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1795,736,Github,mud_parser_2,run2_keep
gen-1773118538-XdXD8z7f6015Q4BzCkoI,3/10/2026 4:55,0.002625,,,0,0,655,44,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1715,886,Github,mud_parser_2,run2_keep
gen-1773118536-BL0cLxsGGiuDcdUNq8gz,3/10/2026 4:55,0.00632,,,0,0,654,122,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,4463,1655,Github,mud_parser_1,run2_keep
gen-1773118536-N4VYxqol8pKbyF4XfNov,3/10/2026 4:55,0.00249,,,0,0,610,44,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1830,927,Github,mud_parser_2,run2_keep
gen-1773118534-cvDOnRfeChz4qOdT1zCZ,3/10/2026 4:55,0.002724,,,0,0,648,52,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1650,773,Github,mud_parser_2,run2_keep
gen-1773118532-6td1oPkSMPZb3xT4D8pu,3/10/2026 4:55,0.006195,,,0,0,689,110,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3942,1273,Github,mud_parser_1,run2_keep
gen-1773118532-v1PQvsHleofMe5ak51RR,3/10/2026 4:55,0.01336,,,,0,560,1020,979,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,MAX_TOKENS,length,15310,3464,Github,mud_parser_3,discard
gen-1773118531-AwKNTUDyiT1bqNQzQnwt,3/10/2026 4:55,0.002817,,,0,0,694,49,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3256,2727,Github,mud_parser_2,run2_keep
gen-1773118530-MHdpPSKh6e8NgCUmGni1,3/10/2026 4:55,0.00464,,,0,0,713,43,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2015,1271,Github,mud_parser_1,run2_keep
gen-1773118529-5kQE2muuAQRbKkX3ok6X,3/10/2026 4:55,0.000086,,,,0,99,41,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,1095,938,Github,mud_parser_1_classifier,classifier
gen-1773118528-PE9Uopftx7KuhPQQ76EH,3/10/2026 4:55,0.002964,,,0,0,698,58,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2302,1403,Github,mud_parser_2,run2_keep
gen-1773118527-FPXwRWTFaNQxb2hS8vgl,3/10/2026 4:55,0.00009,,,,0,108,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,786,729,Github,mud_parser_2_classifier,classifier
gen-1773118524-ibhEIpIhD6rWCuvTTc84,3/10/2026 4:55,0.005785,,,0,0,622,107,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3992,1514,Github,mud_parser_1,run2_keep
gen-1773118524-HprCSY5VObpasTC90bKL,3/10/2026 4:55,0.003168,,,0,0,706,70,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2983,1421,Github,mud_parser_2,run2_keep
gen-1773118523-43dupIzJ5EFhekZ2kiNl,3/10/2026 4:55,0.00009,,,,0,111,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,840,702,Github,mud_parser_2_classifier,classifier
gen-1773118522-hTCf3tduRuzOgvegtn8q,3/10/2026 4:55,0.00928,,,,0,560,680,646,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,9970,3432,Github,mud_parser_3,discard
gen-1773118521-vL5NNOxYW6S7TdgMoGqZ,3/10/2026 4:55,0.005,,,0,0,645,71,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2701,1310,Github,mud_parser_1,run2_keep
gen-1773118520-nVAU9k5TWulZ6hdOiZLw,3/10/2026 4:55,0.000088,,,,0,101,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,889,869,Github,mud_parser_1_classifier,classifier
gen-1773118520-EoX4b8HLoBHCyWGWxt3J,3/10/2026 4:55,0.003366,,,0,0,717,81,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2846,1067,Github,mud_parser_2,run2_keep
gen-1773118518-3TyUIdqfxRYHsbovBEXo,3/10/2026 4:55,0.003039,,,0,0,768,49,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1898,994,Github,mud_parser_2,run2_keep
gen-1773118517-RwleFrKcoyXfNB0m1yq3,3/10/2026 4:55,0.000088,,,,0,103,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,624,555,Github,mud_parser_2_classifier,classifier
gen-1773118517-WXTYQy78N2Ek57RmoMz8,3/10/2026 4:55,0.00523,,,0,0,536,102,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3640,1289,Github,mud_parser_1,run2_keep
gen-1773118515-0zYeymHPT9LAG4rNXuyS,3/10/2026 4:55,0.00342,,,0,0,780,72,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2144,842,Github,mud_parser_2,run2_keep
gen-1773118514-qdX0C3IlzWl1RSqffnkJ,3/10/2026 4:55,0.003535,,,0,0,517,38,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1980,1360,Github,mud_parser_1,run2_keep
gen-1773118513-HyZJpCw9EqEuLurb9wbC,3/10/2026 4:55,0.008908,,,,0,536,653,620,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,8873,3860,Github,mud_parser_3,discard
gen-1773118513-gnaOhqP07V6VODa2wmB7,3/10/2026 4:55,0.00291,,,0,0,780,38,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1697,940,Github,mud_parser_2,run2_keep
gen-1773118512-1nMPeL3kffDRTYlofgk0,3/10/2026 4:55,0.00316,,,0,0,442,38,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1982,1273,Github,mud_parser_1,run2_keep
gen-1773118511-vX59som2xEEnE5BveNzX,3/10/2026 4:55,0.002808,,,0,0,781,31,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1414,874,Github,mud_parser_2,run2_keep
gen-1773118510-BD2EpZa11LemO1xIMXcq,3/10/2026 4:55,0.002995,,,0,0,399,40,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2174,1505,Github,mud_parser_1,run2_keep
gen-1773118509-S5pcXeVSXA0Bm8uEiPpl,3/10/2026 4:55,0.002823,,,0,0,776,33,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1533,998,Github,mud_parser_2,run2_keep
gen-1773118508-bA4R9VfqWfJZgKWT21Se,3/10/2026 4:55,0.002918,,,,0,487,162,146,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,5071,3616,Github,mud_parser_3,discard
gen-1773118508-y1gWqvJmZrLyodBrhmmt,3/10/2026 4:55,0.003018,,,0,0,781,45,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1567,759,Github,mud_parser_2,run2_keep
gen-1773118508-VegVrDI9pQ83u8kRNJqI,3/10/2026 4:55,0.002835,,,0,0,382,37,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2040,1326,Github,mud_parser_1,run2_keep
gen-1773118506-0bN7aSHsglgLFDOBZBjh,3/10/2026 4:55,0.00279,,,0,0,725,41,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1563,903,Github,mud_parser_2,run2_keep
gen-1773118505-HfWR5xCfUsPRnQs1SkfC,3/10/2026 4:55,0.00239,,,0,0,308,34,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2116,1413,Github,mud_parser_1,run2_keep
gen-1773118504-Ja6GUvUI1Qkp0KZerQUO,3/10/2026 4:55,0.000091,,,,0,115,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,793,669,Github,mud_parser_1_classifier,classifier
gen-1773118504-qNM6ODexY9GehU6mXKc6,3/10/2026 4:55,0.002721,,,0,0,677,46,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1735,940,Github,mud_parser_2,run2_keep
gen-1773118502-YOAO0ntNgmX9YWYPhNhQ,3/10/2026 4:55,0.002514,,,0,0,673,33,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1291,732,Github,mud_parser_2,run2_keep
gen-1773118501-wCfg7QVqdsXU41708lnD,3/10/2026 4:55,0.00515,,,0,0,595,87,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3500,1373,Github,mud_parser_1,run2_keep
gen-1773118500-SMTaf7z6Gko4j8TI4Col,3/10/2026 4:55,0.006708,,,,0,522,472,438,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,7363,3223,Github,mud_parser_3,discard
gen-1773118500-UpjOlk2AGLoeaKnNqp1m,3/10/2026 4:55,0.00264,,,0,0,675,41,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1864,1300,Github,mud_parser_2,run2_keep
gen-1773118500-f9pmQKnUHr2bLENsijt8,3/10/2026 4:55,0.00009,,,,0,109,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,802,706,Github,mud_parser_1_classifier,classifier
gen-1773118618-Dl4dJwaf1iJu9RHVQhu0,3/10/2026 4:56,0.013504,,,,0,632,1020,979,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,MAX_TOKENS,length,10831,2882,Github,mud_parser_3,discard
gen-1773118618-yp7hqG3MoguGqQZof6bV,3/10/2026 4:56,0.003485,,,0,0,507,38,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3195,2208,Github,mud_parser_1,run2_keep
gen-1773118617-tzba0e61P4ZbnTA3JY70,3/10/2026 4:56,0.003789,,,0,0,663,120,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3799,1032,Github,mud_parser_2,run2_keep
gen-1773118616-ybGGpvswa1sM4WPSQCAQ,3/10/2026 4:56,0.000088,,,,0,103,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,1004,859,Github,mud_parser_2_classifier,classifier
gen-1773118615-YoDw4oJo18BpWUki4YsB,3/10/2026 4:56,0.003745,,,0,0,544,41,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2103,1429,Github,mud_parser_1,run2_keep
gen-1773118614-a6Wu58C02D9DKb3Fkete,3/10/2026 4:56,0.003309,,,0,0,678,85,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2408,909,Github,mud_parser_2,run2_keep
gen-1773118613-PCoXleYgGQgcQRB9yP5L,3/10/2026 4:56,0.004115,,,0,0,563,52,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2625,1329,Github,mud_parser_1,run2_keep
gen-1773118612-aMSm74XHuKv4Jp6kSySf,3/10/2026 4:56,0.002607,,,0,0,694,35,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1521,893,Github,mud_parser_2,run2_keep
gen-1773118611-ZVPBWRTOtj45Lzq7w22G,3/10/2026 4:56,0.000089,,,,0,105,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,860,731,Github,mud_parser_2_classifier,classifier
gen-1773118610-ZmPAeRIEvHT2VdyM665O,3/10/2026 4:56,0.004175,,,0,0,595,48,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2230,1571,Github,mud_parser_1,run2_keep
gen-1773118608-BOoKOAzSE0IBehYwkwyx,3/10/2026 4:56,0.003336,,,0,0,687,85,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2760,795,Github,mud_parser_2,run2_keep
gen-1773118608-6XlkU8MrOh7bovyhkugQ,3/10/2026 4:56,0.00402,,,0,0,594,42,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2250,1373,Github,mud_parser_1,run2_keep
gen-1773118606-ycewq3KCaCOcdFt7IM5v,3/10/2026 4:56,0.002766,,,0,0,677,49,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1825,869,Github,mud_parser_2,run2_keep
gen-1773118605-sylvtwQC4XgQYfmf0i3E,3/10/2026 4:56,0.00435,,,0,0,625,49,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2410,1358,Github,mud_parser_1,run2_keep
gen-1773118604-pIKlqp3txPs9dVoXhKWT,3/10/2026 4:56,0.002637,,,0,0,674,41,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1383,760,Github,mud_parser_2,run2_keep
gen-1773118603-fNZpNWgFWpUQe6Wz06BD,3/10/2026 4:56,0.000087,,,,0,105,41,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,849,714,Github,mud_parser_2_classifier,classifier
gen-1773118602-izpzn4GNDMsTIyT7z1h1,3/10/2026 4:56,0.00421,,,0,0,622,44,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2514,1651,Github,mud_parser_1,run2_keep
gen-1773118601-9rjoP4gW6dNbFcyYgCso,3/10/2026 4:56,0.00763,,,,0,653,527,502,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,6281,2507,Github,mud_parser_3,discard
gen-1773118600-UvDtLEFBn1WvcpTqbaZm,3/10/2026 4:56,0.000084,,,,0,93,41,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,860,741,Github,mud_parser_3_classifier,classifier
gen-1773118600-SfZ74GHNOrQ6FH50rLiu,3/10/2026 4:56,0.003246,,,0,0,667,83,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3028,848,Github,mud_parser_2,run2_keep
gen-1773118599-vcSbHHYy6a5bWiXBkN5y,3/10/2026 4:56,0.000089,,,,0,107,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,718,650,Github,mud_parser_2_classifier,classifier
gen-1773118598-Cq4zIWkHoukPD79kLt7s,3/10/2026 4:56,0.00423,,,0,0,686,32,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3572,2782,Github,mud_parser_1,run2_keep
gen-1773118598-RKZ0VmBnCXinQ5617yFJ,3/10/2026 4:56,0.000086,,,,0,101,41,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,647,519,Github,mud_parser_1_classifier,classifier
gen-1773118596-pEMxPIMIFh8lRtcqo8sv,3/10/2026 4:56,0.003171,,,0,0,577,96,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2912,803,Github,mud_parser_2,run2_keep
gen-1773118594-pe6hRCEIDHeBiX9B2vC3,3/10/2026 4:56,0.002508,,,0,0,596,48,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1559,956,Github,mud_parser_2,run2_keep
gen-1773118593-Y6KjSUGma84mCukDbJJ5,3/10/2026 4:56,0.00584,,,0,0,713,91,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,4075,1866,Github,mud_parser_1,run2_keep
gen-1773118593-60qFqrV1IsGzyCbP2qdI,3/10/2026 4:56,0.000091,,,,0,112,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,654,556,Github,mud_parser_2_classifier,classifier
gen-1773118591-eI4DZ5kiH1nIKwiz287h,3/10/2026 4:56,0.006694,,,,0,629,453,428,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,9364,3705,Github,mud_parser_3,discard
gen-1773118590-DgBeDb3vVI4JOZP0Kr3s,3/10/2026 4:56,0.00455,,,0,0,690,44,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2547,1552,Github,mud_parser_1,run2_keep
gen-1773118590-SU4gmCbH1xmwIvGeMw1C,3/10/2026 4:56,0.003177,,,0,0,574,97,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2685,794,Github,mud_parser_2,run2_keep
gen-1773118588-2MuriG29yMPqcZDcZDpu,3/10/2026 4:56,0.002286,,,0,0,572,38,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1621,1071,Github,mud_parser_2,run2_keep
gen-1773118587-8suExaJhyq3HIeiI6G7B,3/10/2026 4:56,0.004615,,,0,0,738,37,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3458,1648,Github,mud_parser_1,run2_keep
gen-1773118586-kRptUhn3uEBey13lvxoH,3/10/2026 4:56,0.002193,,,0,0,551,36,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1484,1015,Github,mud_parser_2,run2_keep
gen-1773118585-Ia31oySnrf9RdYjSEElH,3/10/2026 4:56,0.002043,,,0,0,476,41,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,1247,669,Github,mud_parser_2,run2_keep
gen-1773118584-1rTV2UqVSL4tdeVg5J3E,3/10/2026 4:56,0.0045,,,0,0,715,37,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2115,1324,Github,mud_parser_1,run2_keep
gen-1773118581-PsLz0YuCw1B0uwKXTki5,3/10/2026 4:56,0.002001,,,0,0,457,42,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,3216,1015,Github,mud_parser_2,run2_keep
gen-1773118581-hv2VZkREtFFaKtD8dGBd,3/10/2026 4:56,0.00454,,,0,0,713,39,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,FALSE,TRUE,,stop,stop,2868,1703,Github,mud_parser_1,run2_keep
gen-1773118581-MT1pCqAUMyH3Hmd3nEsh,3/10/2026 4:56,0.007368,,,,0,642,507,476,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,9801,3823,Github,mud_parser_3,discard
